 CMS collision Energy =    13000.000000000000     
 Collider type = pp
 ======================================
 Factorization scale                =    135.00000000000000     
 Renormalization scale              =    135.00000000000000     
 ==================================
 NLO QCD + NLO EW Cross-Section
 ======================================
 EW input parameters: Gmu scheme
 Fermi constant (1/GeV^2)           =    1.1663700000000000E-005
 ======================================
 Lepton mass (GeV)                  =   0.10500000000000000     
 W mass (GeV)                       =    80.403000000000006     
 W width (GeV)                      =    2.1410000000000000     
 Z mass (GeV)                       =    91.187600000000003     
 Z width (GeV)                      =    2.4952000000000001     
 Top mass (GeV)                     =    172.90000000000001     
 Higgs mass (GeV)                   =    125.00000000000000     
 ======================================
 Strong coupling                    =   0.11141475266772986     
 PDF set = CT14qed_inc_proton                                          
 ======================================
 Z pole focus OFF
 Lower M limit for non-Zpole     =    110.00000000000000     
 Upper M limit for non-Zpole     =    160.00000000000000     
 ======================================
 Lepton-pair invariant mass minimum =    110.00000000000000     
 Lepton-pair invariant mass maximum =    160.00000000000000     
 Transverse mass minimum            =    0.0000000000000000     
 Transverse mass maximum            =    100000.00000000000     
 Z pT minimum                       =    0.0000000000000000     
 Z pT maximum                       =    100000.00000000000     
 Z rapidity minimum                 =   -2.3999999999999999     
 Z rapidity maximum                 =    2.3999999999999999     
 Lepton pT minimum                  =    0.0000000000000000     
 Lepton pT maximum                  =    100000.00000000000     
 Anti-lepton pT minimum             =    0.0000000000000000     
 Anti-lepton pT maximum             =    100000.00000000000     
 Lepton eta absolute value?         =   T
 Lepton pseudorapidity minimum      =    0.0000000000000000     
 Lepton pseudorapidity maximum      =    100.00000000000000     
 Anti-lepton eta absolute value?    =   T
 Anti-lepton pseudorapidity minimum =    0.0000000000000000     
 Anti-lepton pseudorapidity maximum =    100.00000000000000     
 ======================================
 Photon Recombination Cone Size     =      0.0000000000000000     
 Minimum pT for Observable Photon   =   0.50000000000000000     
 Maximum eta for Observable Photon  =    2.5000000000000000     
 Minimum Number of Photon           =             0
 Maximum Number of Photon           =             1
 ======================================
 Jet merging algorithm              =   akta
 Jet algorithm cone size (deltaR)   =   0.40000000000000002     
 parton-parton Rsep (cone algo only)=    1.3000000000000000     
 Minimum pT for Observable Jets     =    30.000000000000000     
 Maximum eta for Observable Jets    =    4.7000000000000002     
 Minimum Number of Jets             =             0
 Maximum Number of Jets             =             2
 Leading jet pT minimum             =    0.0000000000000000     
 ======================================
 Lep-Anti-lep deltaR minimum        =    0.0000000000000000     
 Lep-Anti-lep deltaPhi minimum      =    0.0000000000000000     
 Lep-Anti-lep deltaPhi maximum      =    4.0000000000000000     
 Lep-Jet deltaR minimum             =    0.0000000000000000     
 Lep-Photon deltaR minimum          =    0.0000000000000000     
 ======================================
 Rapidity of Z cutoff for CS angles =    0.0000000000000000     
 
 ===========   VEGAS PARAMETERS   ========
 
 Maximum number of evaluations      =    200000000
 Actual number of evaluations       =       100000
 Requested relative precision (%)   =    1.0000000000000000E-002
 Requested absolute precision       =    0.0000000000000000     
 Total integration time (sec)       =    28.000000000000000     
 Random number seed                 =           12
 
 ===========   RESULT    =================
 
 Sigma (pb)                  =    4.7953219482941378     
 Error (pb)                  =   0.11339143921690088     
 chi^2/iteration             =    0.0000000000000000     
 
 ===========   HISTOGRAMS    =================
      bin           weight    numerical error

  ----   Z/W pT         ----

     2.50   0.36526668       0.12969189    
     7.50    1.6415698       0.57408532E-01
    12.50   0.79846405       0.28373106E-01
    17.50   0.49946976       0.18270126E-01
    22.50   0.29972867       0.94348704E-02
    27.50   0.21778902       0.71593766E-02
    32.50   0.15705169       0.50982175E-02
    37.50   0.12381354       0.44739480E-02
    42.50   0.10936418       0.45489595E-02
    47.50   0.82439068E-01   0.30687558E-02
    52.50   0.73361838E-01   0.29560995E-02
    57.50   0.63235378E-01   0.27470992E-02
    62.50   0.50149448E-01   0.24049956E-02
    67.50   0.37116393E-01   0.18059918E-02
    72.50   0.33320978E-01   0.18599575E-02
    77.50   0.28987883E-01   0.17894910E-02
    82.50   0.24935321E-01   0.15093161E-02
    87.50   0.19532842E-01   0.12824660E-02
    92.50   0.20167774E-01   0.14459352E-02
    97.50   0.16384679E-01   0.12225890E-02
   102.50   0.14748284E-01   0.11477817E-02
   107.50   0.13605087E-01   0.11408913E-02
   112.50   0.87467954E-02   0.75669208E-03
   117.50   0.89985538E-02   0.74903326E-03
   122.50   0.83077465E-02   0.75152358E-03
   127.50   0.66741847E-02   0.61649009E-03
   132.50   0.70247403E-02   0.68400987E-03
   137.50   0.50873857E-02   0.54543282E-03
   142.50   0.56855055E-02   0.57031359E-03
   147.50   0.52984004E-02   0.59836258E-03
   152.50   0.36299786E-02   0.41716922E-03
   157.50   0.32861431E-02   0.38653983E-03
   162.50   0.32795582E-02   0.40764143E-03
   167.50   0.29452116E-02   0.34896487E-03
   172.50   0.29332242E-02   0.35647619E-03
   177.50   0.26715606E-02   0.36256614E-03
   182.50   0.24458957E-02   0.28435739E-03
   187.50   0.17125510E-02   0.24891384E-03
   192.50   0.16879966E-02   0.21798262E-03
   197.50   0.14601286E-02   0.21085871E-03

  ----   Z/W rapidity   ----

    -2.30   0.38265955E-01   0.13623717E-01
    -2.10   0.17018121       0.15766578E-01
    -1.90   0.31576972       0.24607947E-01
    -1.70   0.40740207       0.19556896E-01
    -1.50   0.39357654       0.21969425E-01
    -1.30   0.31988541       0.19039655E-01
    -1.10   0.19163873       0.18381211E-01
    -0.90   0.91025600E-01   0.15458086E-01
    -0.70   0.19909077E-01   0.24182453E-01
    -0.50   0.71089233E-01   0.20003689E-01
    -0.30   0.17333883       0.24130800E-01
    -0.10   0.20526879       0.18333454E-01
     0.10   0.19937920       0.15891842E-01
     0.30   0.13593121       0.12955792E-01
     0.50   0.83426834E-01   0.18820649E-01
     0.70   0.30788873E-01   0.77000289E-02
     0.90   0.10130391       0.16578264E-01
     1.10   0.22656919       0.15916563E-01
     1.30   0.28500021       0.15612994E-01
     1.50   0.39713377       0.18981295E-01
     1.70   0.39217936       0.30667887E-01
     1.90   0.33762225       0.46667412E-01
     2.10   0.16283566       0.16837961E-01
     2.30   0.45800332E-01   0.15859257E-01

  ----   Q_ll Invaria   ----

   110.50   0.28368569       0.24266999E-01
   111.50   0.26192663       0.34380114E-01
   112.50   0.33241133       0.56151485E-01
   113.50   0.26188393       0.17165080E-01
   114.50   0.21364320       0.15267530E-01
   115.50   0.17633966       0.16394441E-01
   116.50   0.15053589       0.18154781E-01
   117.50   0.21341964       0.27824567E-01
   118.50   0.16266699       0.18482205E-01
   119.50   0.13962825       0.13192582E-01
   120.50   0.15656028       0.21927684E-01
   121.50   0.13994980       0.13211409E-01
   122.50   0.13390067       0.12160944E-01
   123.50   0.98461104E-01   0.97725780E-02
   124.50   0.11226696       0.10706441E-01
   125.50   0.91257076E-01   0.98972351E-02
   126.50   0.79268427E-01   0.11445132E-01
   127.50   0.10043317       0.88853883E-02
   128.50   0.87646676E-01   0.11121413E-01
   129.50   0.81137281E-01   0.99939048E-02
   130.50   0.90541941E-01   0.92694513E-02
   131.50   0.68618479E-01   0.76041329E-02
   132.50   0.73463178E-01   0.85354762E-02
   133.50   0.73379641E-01   0.10097591E-01
   134.50   0.68875280E-01   0.92449947E-02
   135.50   0.70338477E-01   0.75728027E-02
   136.50   0.61303646E-01   0.11943037E-01
   137.50   0.67194488E-01   0.91552947E-02
   138.50   0.66292644E-01   0.10031763E-01
   139.50   0.51595593E-01   0.75309425E-02
   140.50   0.73900924E-01   0.75168682E-02
   141.50   0.67653827E-01   0.12011215E-01
   142.50   0.74013441E-02   0.47980916E-01
   143.50   0.59168269E-01   0.65930045E-02
   144.50   0.44474450E-01   0.58048729E-02
   145.50   0.43388858E-01   0.54511964E-02
   146.50   0.31645461E-01   0.11443476E-01
   147.50   0.42854304E-01   0.60468273E-02
   148.50   0.37546114E-01   0.51185962E-02
   149.50   0.29865073E-01   0.12357751E-01
   150.50   0.49741573E-01   0.14948313E-01
   151.50   0.55806039E-01   0.13372990E-01
   152.50   0.46177666E-01   0.72666129E-02
   153.50   0.37291850E-01   0.58070008E-02
   154.50   0.33988387E-01   0.51030322E-02
   155.50   0.34937858E-01   0.68396681E-02
   156.50   0.38002100E-01   0.11029914E-01
   157.50   0.39884444E-01   0.55180705E-02
   158.50   0.26521994E-01   0.51253166E-02
   159.50   0.26445391E-01   0.46701821E-02

  ----   l-/lep. pT     ----

     2.50    0.0000000       0.10000000E-09
     7.50   0.23080229E-03   0.10514575E-03
    12.50   0.25999668E-01   0.30059781E-02
    17.50   0.58220915E-01   0.51191646E-02
    22.50   0.15718127       0.25963005E-01
    27.50   0.19567164       0.39878082E-01
    32.50   0.21386641       0.58932334E-01
    37.50   0.22816485       0.29721513E-01
    42.50   0.27052588       0.44432113E-01
    47.50   0.40577983       0.71575867E-01
    52.50   0.48391375       0.73205968E-01
    57.50   0.79026812       0.74938850E-01
    62.50   0.70973176       0.55779351E-01
    67.50   0.42067282       0.43017370E-01
    72.50   0.29940497       0.42935007E-01
    77.50   0.22249194       0.38101891E-01
    82.50   0.80360588E-01   0.13553350E-01
    87.50   0.48972650E-01   0.25814306E-02
    92.50   0.34375093E-01   0.19014708E-02
    97.50   0.26723249E-01   0.19403535E-02
   102.50   0.24065755E-01   0.17509084E-02
   107.50   0.15206003E-01   0.12374016E-02
   112.50   0.12544956E-01   0.10763964E-02
   117.50   0.10868715E-01   0.10700876E-02
   122.50   0.71803888E-02   0.75163743E-03
   127.50   0.70029820E-02   0.76669072E-03
   132.50   0.65108107E-02   0.77547995E-03
   137.50   0.51958347E-02   0.67009771E-03
   142.50   0.36344204E-02   0.42058576E-03
   147.50   0.27811024E-02   0.46913380E-03
   152.50   0.28018954E-02   0.45758710E-03
   157.50   0.24435623E-02   0.36780627E-03
   162.50   0.23052973E-02   0.38687445E-03
   167.50   0.32441291E-02   0.58366226E-03
   172.50   0.10357538E-02   0.20582778E-03
   177.50   0.14524983E-02   0.32619027E-03
   182.50   0.13245060E-02   0.29588246E-03
   187.50   0.13271570E-02   0.25833217E-03
   192.50   0.65656487E-03   0.17264942E-03
   197.50   0.94331403E-03   0.21619230E-03

  ----   l-/lep. eta    ----

    -2.30   0.28327442       0.29064764E-01
    -2.10   0.29652398       0.24080640E-01
    -1.90   0.28305327       0.18424105E-01
    -1.70   0.28622387       0.21965015E-01
    -1.50   0.31811624       0.21921346E-01
    -1.30   0.33891409       0.31306500E-01
    -1.10   0.32370988       0.31093637E-01
    -0.90   0.26990614       0.31327090E-01
    -0.70   0.95156537E-02   0.75083234E-02
    -0.50    0.0000000       0.10000000E-09
    -0.30    0.0000000       0.10000000E-09
    -0.10    0.0000000       0.10000000E-09
     0.10    0.0000000       0.10000000E-09
     0.30    0.0000000       0.10000000E-09
     0.50    0.0000000       0.10000000E-09
     0.70   0.13218922E-01   0.14114377E-01
     0.90   0.22911683       0.56994735E-01
     1.10   0.36023003       0.47723811E-01
     1.30   0.35154831       0.39891785E-01
     1.50   0.31700312       0.16710797E-01
     1.70   0.29450044       0.18266271E-01
     1.90   0.29111955       0.28661910E-01
     2.10   0.25821321       0.26920778E-01
     2.30   0.27113398       0.43764406E-01

  ----   l+/neu. pT     ----

     2.50    0.0000000       0.10000000E-09
     7.50   0.60204449E-03   0.22111927E-03
    12.50   0.32916124E-01   0.35694533E-02
    17.50   0.66440837E-01   0.80975601E-02
    22.50   0.11642664       0.16029755E-01
    27.50   0.27665259       0.37256152E-01
    32.50   0.14767233       0.54488547E-01
    37.50   0.28186441       0.35251679E-01
    42.50   0.20323126       0.27378179E-01
    47.50   0.45448972       0.61479708E-01
    52.50   0.64335416       0.64941101E-01
    57.50   0.71337685       0.69165472E-01
    62.50   0.62194505       0.52574231E-01
    67.50   0.46198626       0.34931150E-01
    72.50   0.32970935       0.38213406E-01
    77.50   0.15993198       0.30861102E-01
    82.50   0.95894642E-01   0.75795393E-02
    87.50   0.46656305E-01   0.23973169E-02
    92.50   0.31846288E-01   0.16867066E-02
    97.50   0.22749807E-01   0.13753592E-02
   102.50   0.15758845E-01   0.10221436E-02
   107.50   0.11767590E-01   0.85098099E-03
   112.50   0.10191779E-01   0.76940446E-03
   117.50   0.87988354E-02   0.69740788E-03
   122.50   0.73371381E-02   0.61696048E-03
   127.50   0.52562709E-02   0.52707184E-03
   132.50   0.35482653E-02   0.38550021E-03
   137.50   0.31194236E-02   0.37920634E-03
   142.50   0.30432997E-02   0.34763219E-03
   147.50   0.24216350E-02   0.29772418E-03
   152.50   0.20427169E-02   0.26641486E-03
   157.50   0.17197152E-02   0.24991744E-03
   162.50   0.13544071E-02   0.20247462E-03
   167.50   0.93445527E-03   0.15350135E-03
   172.50   0.12713793E-02   0.21337497E-03
   177.50   0.81551533E-03   0.11786514E-03
   182.50   0.68713769E-03   0.11961647E-03
   187.50   0.74743803E-03   0.12546499E-03
   192.50   0.58031437E-03   0.12266484E-03
   197.50   0.63787314E-03   0.13771479E-03

  ----   l+/neu. eta    ----

    -2.30   0.19584757       0.22329149E-01
    -2.10   0.22322650       0.50388717E-01
    -1.90   0.20529483       0.32597418E-01
    -1.70   0.28538651       0.20189396E-01
    -1.50   0.35526592       0.20083587E-01
    -1.30   0.32298154       0.21452372E-01
    -1.10   0.37868646       0.22875989E-01
    -0.90   0.37388355       0.25531903E-01
    -0.70   0.15490211E-01   0.16489271E-01
    -0.50    0.0000000       0.10000000E-09
    -0.30    0.0000000       0.10000000E-09
    -0.10    0.0000000       0.10000000E-09
     0.10    0.0000000       0.10000000E-09
     0.30    0.0000000       0.10000000E-09
     0.50    0.0000000       0.10000000E-09
     0.70   0.98870926E-02   0.27861679E-01
     0.90   0.47555415       0.36227009E-01
     1.10   0.35058948       0.28676853E-01
     1.30   0.35738406       0.23552363E-01
     1.50   0.29861613       0.31934829E-01
     1.70   0.26037460       0.22461317E-01
     1.90   0.20981438       0.38269588E-01
     2.10   0.24714234       0.38902367E-01
     2.30   0.22989665       0.39043532E-01

  ----   jet 1 pT       ----

     2.50    0.0000000       0.10000000E-09
